title,steam_url,tags,description
Unknown,https://store.steampowered.com/app/617290/Remnant_From_the_Ashes/?snr=1_7_7_240_150_4,,No description
Blasphemous,https://store.steampowered.com/app/774361/Blasphemous/?snr=1_7_7_240_150_4,"Metroidvania, Pixel Graphics, Souls-like, Dark Fantasy, Gore, 2D, Violent, Indie, Difficult, Action, Platformer, Singleplayer, Adventure, Blood, Gothic, Horror, Lore-Rich, Great Soundtrack, Side Scroller, Nudity","Blasphemous is a brutal action-platformer with skilled hack’n slash combat set in the nightmare world of Cvstodia. Explore, upgrade your abilities, and perform savage executions on the hordes of enemies that stand between you and your quest to break eternal damnation."
Prey,https://store.steampowered.com/app/480490/Prey/?snr=1_7_7_240_150_4,"Sci-fi, Immersive Sim, Space, Singleplayer, Horror, Atmospheric, FPS, First-Person, Story Rich, Exploration, Action, Aliens, Survival Horror, Futuristic, Stealth, Psychological Horror, Adventure, RPG, Open World, Great Soundtrack","In Prey, you awaken aboard Talos I, a space station orbiting the moon in the year 2032. You are the key subject of an experiment meant to alter humanity forever – but things have gone terribly wrong. The space station has been overrun by hostile aliens and you are now being hunted."
Outlast,https://store.steampowered.com/app/238320/Outlast/?snr=1_7_7_240_150_4,"Horror, First-Person, Survival Horror, Atmospheric, Psychological Horror, Gore, Singleplayer, Survival, Multiplayer, Dark, Adventure, Action, Indie, Stealth, Nudity, Parkour, Difficult, Walking Simulator, 3D Vision, Sci-fi","Hell is an experiment you can't survive in Outlast, a first-person survival horror game developed by veterans of some of the biggest game franchises in history. As investigative journalist Miles Upshur, explore Mount Massive Asylum and try to survive long enough to discover its terrible secret... if you dare."
We Were Here Forever,https://store.steampowered.com/app/1341290/We_Were_Here_Forever/?snr=1_7_7_240_150_4,"Puzzle, Online Co-Op, Escape Room, Co-op, Multiplayer, Co-op Campaign, 3D, Fantasy, Mystery, Exploration, Adventure, Psychological Horror, Detective, Story Rich, Atmospheric, Dark, Action-Adventure, Casual, First-Person, Horror","You both awaken imprisoned inside the sinister Castle Rock - were you betrayed, or simply not that clever? Find out in the greatest co-op puzzle adventure in the We Were Here Series! Do you and your partner have what it takes to face the dark forces of this realm or will you be trapped… forever?"
Unknown,https://store.steampowered.com/app/2172010/Until_Dawn/?snr=1_7_7_240_150_4,,No description
Unknown,https://store.steampowered.com/app/870780/CONTROL_Ultimate_Edition/?snr=1_7_7_240_150_4,,No description
Scarlet Hollow,https://store.steampowered.com/app/1609230/Scarlet_Hollow/?snr=1_7_7_240_150_5,"Early Access, Choices Matter, Visual Novel, Horror, Psychological Horror, Story Rich, Dating Sim, Multiple Endings, Well-Written, Interactive Fiction, Dark Fantasy, Supernatural, Mystery, Lovecraftian, Narrative, RPG, Dark Humor, Point & Click, Choose Your Own Adventure, Adventure","Your aunt’s dead, your cousin hates you, and you’re stuck in the dead-end town of Scarlet Hollow. Choose your path through a branching narrative so dense that you'll see less than 1/5 of the game on a single playthrough. You won't be able to save everyone. Good luck, and welcome home."
Nuclear Nightmare,https://store.steampowered.com/app/2909110/Nuclear_Nightmare/?snr=1_7_7_240_150_5,"Online Co-Op, Survival Horror, Horror, Co-op, First-Person, Psychological Horror, Atmospheric, Exploration, Open World, Multiplayer, Sci-fi, Funny, PvE, Aliens, Adventure, Action, Early Access, Action-Adventure, Perma Death, Procedural Generation","Venture forth as part of a specialized team of fellow players tasked with retrieving classified materials, evading the black goo virus, and the nightmarish entities it has spawned. With time running out before the US government initiates a devastating nuclear strike to contain the spreading menace."
Outer Wilds - Echoes of the Eye,https://store.steampowered.com/app/1622100/Outer_Wilds__Echoes_of_the_Eye/?snr=1_7_7_240_150_5,"Adventure, Action, Horror, Mystery, Exploration, Space, Atmospheric, Story Rich, Puzzle, Great Soundtrack, First-Person, Singleplayer, Sci-fi, Stealth, Psychological Horror, Indie, Open World, Beautiful",No description
Killing Floor 3,https://store.steampowered.com/app/1430190/Killing_Floor_3/?snr=1_7_7_240_150_5,"FPS, Co-op, Zombies, PvE, Shooter, First-Person, Horror, Gore, Cyberpunk, Action, Bullet Time, Multiplayer, Sci-fi, Character Customization, Survival Horror, Futuristic, Realistic, Dark, 3D, Combat","It’s 2091 and megacorp Horzine has produced the ultimate army: an obedient horde of bioengineered monsters called zeds. Now, join the rebel group Nightfall in this co-op action/horror FPS that puts you and your teammates in a battle for the future of humanity."
DON'T SCREAM TOGETHER,https://store.steampowered.com/app/2692990/DONT_SCREAM_TOGETHER/?snr=1_7_7_240_150_5,"Horror, Online Co-Op, Multiplayer, Survival Horror, Co-op, Simulation, Realistic, Jump Scare, Atmospheric, Casual, Adventure, First-Person, Exploration, Immersive Sim, 1990's, Walking Simulator, Dark, Violent, Gore, Demons","A very simple co-op jumpscare horror experience where you and friends walk through a pitch black forest and try to stay quiet. Reach 8:00 AM without screaming or making a loud noise, or everyone dies. You will scream, shout, and probably laugh."
MiSide,https://store.steampowered.com/app/2527500/MiSide/?snr=1_7_7_240_150_5,"Psychological Horror, Cute, Story Rich, Sexual Content, Horror, First-Person, Singleplayer, 3D, Atmospheric, Anime, Thriller, Hentai, Conversation, Adventure, Puzzle, Drama, Simulation, Life Sim, RPG, 2D",Let's imagine that you have a game in which you care for a character. But could you imagine one day getting into that game yourself?
PARANORMASIGHT: The Mermaid's Curse,https://store.steampowered.com/app/2701440/PARANORMASIGHT_The_Mermaids_Curse/?snr=1_7_7_240_150_5,"Adventure, RPG, Simulation, Visual Novel, Mystery, Violent, Gore, Horror, Story Rich, Supernatural, Multiple Endings, Point & Click, Singleplayer, Anime, 1980s, Well-Written, Hand-drawn, Choose Your Own Adventure, Retro, JRPG","Will you survive the curse together this summer? A new supernatural mystery adventure begins, telling a bittersweet story of the passions of youth featuring new locations, new legends and a new cast of characters."
"Warhammer 40,000: Darktide - Hive Scum Class",https://store.steampowered.com/app/4013290/Warhammer_40000_Darktide__Hive_Scum_Class/?snr=1_7_7_240_150_5,"Horror, Team-Based, Combat, Co-op, Warhammer 40K, PvE, Class-Based, FPS, Hack and Slash, Shooter, Zombies, Action, Character Customization, First-Person, Dark, Action-Adventure, Narration, Realistic, Dark Fantasy, Atmospheric",No description
CloverPit: Unholy Fusion,https://store.steampowered.com/app/4341120/CloverPit_Unholy_Fusion/?snr=1_7_7_240_150_5,"Gambling, Roguelite, Strategy, Roguelike, Psychological Horror, First-Person, Dark Humor, 3D, Horror, Indie, Psychological, Dark, Singleplayer, Simulation, Resource Management, Surreal, Multiple Endings, Adventure, Action, Retro",No description
Unknown,https://store.steampowered.com/app/232090/Killing_Floor_2/?snr=1_7_7_240_150_5,Gore,No description
Horripilant,https://store.steampowered.com/app/3525970/Horripilant/?snr=1_7_7_240_150_5,"Idler, Clicker, Pixel Graphics, Casual, Horror, Puzzle, Dungeon Crawler, Resource Management, Simulation, Psychological Horror, PvE, 2D, Exploration, Linear, Point & Click, Hand-drawn, RPG, Auto Battler, Dark Fantasy, Atmospheric",KILL YOUR GOD. BECOME WORTHY. Horripilant is a chilling idle incremental dungeon crawl through the horrors of a forgotten underworld.
Unknown,https://store.steampowered.com/app/1449690/The_Walking_Dead_The_Telltale_Definitive_Series/?snr=1_7_7_240_150_5,,No description
BIGFOOT,https://store.steampowered.com/app/509980/BIGFOOT/?snr=1_7_7_240_150_5,"Early Access, Multiplayer, Horror, Survival Horror, Online Co-Op, Co-op, PvP, PvE, Atmospheric, FPS, Psychological Horror, Multiple Endings, Action, Adventure, Funny, Open World, Supernatural, First-Person, Singleplayer, Shooter",You are a Bigfoot hunter with an important mission: to put an end to rumours once and for all and prove to yourself that Bigfoot is not just a myth or an invention of the mind...
Unknown,https://store.steampowered.com/app/502280/BERSERK_and_the_Band_of_the_Hawk/?snr=1_7_7_240_150_5,"Sexual Content, Gore, Violent, Nudity, Mature, Blood",No description
Unknown,https://store.steampowered.com/app/976310/Mortal_Kombat_11/?snr=1_7_7_240_150_5,,No description
Still Wakes the Deep,https://store.steampowered.com/app/1622910/Still_Wakes_the_Deep/?snr=1_7_7_240_150_5,"Horror, Psychological Horror, Gore, Lovecraftian, First-Person, Dark, Atmospheric, Walking Simulator, Story Rich, Drama, Adventure, Singleplayer, Exploration, Sci-fi, Underwater, Cinematic, Action, Narrative, Supernatural, Stealth",1975. Disaster strikes the Beira D oil rig off the coast of Scotland. Navigate the collapsing rig to save your crew from an otherworldly horror on the edge of all logic and reality in this 3x BAFTA Games Award-winning narrative horror experience.
The Forever Winter,https://store.steampowered.com/app/2828860/The_Forever_Winter/?snr=1_7_7_240_150_5,"Early Access, Extraction Shooter, PvE, Post-apocalyptic, Looter Shooter, Third-Person Shooter, Horror, Difficult, Dystopian, Third Person, Shooter, Gun Customization, Sci-fi, Mechs, Choices Matter, Character Customization, Action, Tactical, Co-op, Team-Based",The Forever Winter is a tactical shooter where you and your squad must loot the dead to survive under the shadow of terrifying and gargantuan war machines locked in a never-ending conflict. Millions of deaths later the war continues with our latest update!
Equinox: Homecoming,https://store.steampowered.com/app/3258290/Equinox_Homecoming/?snr=1_7_7_240_150_5,"Cozy, Horses, Mystery, Exploration, Open World, Investigation, Story Rich, Relaxing, Female Protagonist, Psychological Horror, Online Co-Op, Character Customization, Detective, MMORPG, Multiplayer, RPG, Massively Multiplayer, Adventure, Co-op, Horror","Saddle up with friends and investigate a dark mystery, where each trail leads to wonder and intrigue. A string of events has set the idyllic island on edge. Discover the truth behind your mother’s disappearance and a local's sudden death. For fans of horses, murder mysteries, and cozy exploration!"
Dead Space (2008),https://store.steampowered.com/app/17470/Dead_Space_2008/?snr=1_7_7_240_150_5,"Horror, Sci-fi, Action, Space, Survival Horror, Third Person, Atmospheric, Singleplayer, Third-Person Shooter, Gore, Shooter, Aliens, Dark, Futuristic, Story Rich, Silent Protagonist, Survival, Adventure, Zombies, Immersive","You are Isaac Clarke, an engineer on the spacecraft USG Ishimura. You're not a warrior. You're not a soldier. You are, however, the last line of defense for the remaining living crew."
Vampires: Bloodlord Rising,https://store.steampowered.com/app/2191500/Vampires_Bloodlord_Rising/?snr=1_7_7_240_150_5,"Early Access, Adventure, Open World, Vampire, Base Building, Survival, Crafting, Online Co-Op, Atmospheric, Exploration, Singleplayer, Gothic, Simulation, Fantasy, Lore-Rich, Building, Sandbox, RPG, Third Person, Horror","In this dark, open-world adventure, you awaken as a Vampire Lord. Build and customize your castle. Hunt for blood, fight, craft, and gather. Command your loyal servants. Shapeshift into a bat to explore the night and survive the relentless Inquisition, solo or in 4-player co-op."
Generation Zero®,https://store.steampowered.com/app/704270/Generation_Zero/?snr=1_7_7_240_150_5,"Open World, Survival, Co-op, FPS, Multiplayer, Base Building, Robots, Post-apocalyptic, Atmospheric, Shooter, Sci-fi, Mechs, Horror, Sandbox, 1980s, Crafting, PvE, Survival Horror, Action, Exploration","Generation Zero is a stealth-action shooter where you wage guerilla warfare against lethal mechanical enemies. Explore a vast open world map inspired by the Swedish Cold War era, take part in the resistance alone or with up to three friends in seamless co-op."
Crisol: Theater of Idols,https://store.steampowered.com/app/1790930/Crisol_Theater_of_Idols/?snr=1_7_7_240_150_5,"Narration, Horror, FPS, Shooter, Action-Adventure, First-Person, Story Rich, Linear, Action, Puzzle, Realistic, Dystopian, Lore-Rich, Mystery, Survival, Atmospheric, Survival Horror, Cinematic, Adventure, Dark","Crisol is a survival horror adventure set in a twisted version of Spain. As a soldier captured by religious dogmatism, you must use your own blood as ammunition, without draining to the point of death. Explore the cursed island of Tormentosa, uncover dark secrets, and battle horrifying enemies."
Unknown,https://store.steampowered.com/app/476600/Call_of_Duty_WWII/?snr=1_7_7_240_150_5,,No description
Unknown,https://store.steampowered.com/app/2968040/DayZ_Frostline/?snr=1_7_7_240_150_5,,No description
Five Nights at Freddy's,https://store.steampowered.com/app/319510/Five_Nights_at_Freddys/?snr=1_7_7_240_150_5,"Horror, Singleplayer, Survival Horror, Robots, Psychological Horror, Indie, Difficult, First-Person, Point & Click, Dark, Survival, Atmospheric, Mouse Only, Jump Scare, Supernatural, Lore-Rich, Resource Management, Silent Protagonist, Short, Historical","Welcome to your new summer job at Freddy Fazbear's Pizza, where kids and parents alike come for entertainment and food! The main attraction is Freddy Fazbear, of course; and his two friends. They are animatronic robots, programmed to please the crowds!"
Blood Trail,https://store.steampowered.com/app/1032430/Blood_Trail/?snr=1_7_7_240_150_5,"Gore, Violent, VR, Action, Sandbox, Blood, Realistic, Horror, Shooter, Early Access, Psychological Horror, FPS, Singleplayer, Dark, Simulation, Funny, Family Friendly, Atmospheric, Multiplayer, Dating Sim","You are Wendigo. A hard-hearted contract killer tasked with annihilating a fanatical cult. With your trusted arsenal at the ready, experience what has been called ""The most violent game in VR"". EARLY ACCESS includes RAID, ARENA and SANDBOX modes with a story campaign and much more on the way."
